Song Name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12
Suge,Baby On Baby,DaBaby,3/1/2019,163320,66,0.0608,0.876,0.662,0.0,0.127,-6.482,0.426,75.445,0.844,4,2,0,spotify:track:2gwkD6igEhQbDQegRCcdoB,2019,0.42508906,0.44911048,0.48470664,0.4856274,0.49234518,0.44479564,0.4213136,0.42486534,0.46553487,0.5049966,0.48105544,0.4399764,0.29011154,0.29190361,0.31735465,0.31296638,0.32534206,0.31103736,0.30859584,0.30674264,0.30195475,0.31105435,0.30087328,0.295565,-124.40283,113.79793,75.760666,48.07534,8.69964,37.395863,10.56626,22.814045,12.692653,20.424074,5.6223063,15.928674,-5.781589,15.19153,2.5721183,15.896543,-6.8258014,12.584469,5.4063897,12.561645,-10.130251,15.05089,4.4435134,11.740144,0.5774798,11.013266
Sum 2 Prove,My Turn,Lil Baby,2/28/2020,205760,70,0.0169,0.827,0.552,0.0,0.122,-7.571,0.274,124.011,0.408,4,4,0,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,2020,0.4568125,0.45513636,0.41357705,0.4049993,0.4675521,0.41654956,0.46899623,0.47647932,0.42865032,0.5307764,0.47042605,0.5484762,0.3000597,0.2862551,0.27963355,0.27369055,0.33945075,0.33169296,0.33261955,0.32531598,0.27969345,0.33630788,0.27116537,0.32080415,-104.93696,84.191986,71.87133,40.02779,-7.0225863,32.823185,5.114531,28.458832,13.579889,23.546701,7.900517,18.281143,-14.249822,19.463669,8.260118,17.07337,3.4337862,15.716518,0.121987715,15.199083,-7.9647427,13.721723,8.337378,11.768646,-0.43286496,11.267365
summer,summer,raph,12/9/2022,132483,56,0.471,0.483,0.61,0.0109,0.283,-7.609,0.0303,91.976,0.384,4,9,1,spotify:track:4osRLDg7abL4hLdfZ1c39g,2022,0.29072648,0.2888524,0.22143358,0.2817431,0.45061696,0.26846552,0.36380312,0.32033458,0.476999,0.4029366,0.33693296,0.5202783,0.22394006,0.27783725,0.22980583,0.23954155,0.34244472,0.22669198,0.34416288,0.26572043,0.3689962,0.3372137,0.23899359,0.34582588,-74.050674,79.1948,98.35208,36.53334,12.480224,25.969967,6.1580706,21.59608,8.81404,14.425675,1.3835008,15.363597,3.7552674,12.544723,-7.9901333,13.779808,-8.007986,11.447368,1.8402944,11.212352,-9.8741045,9.80546,-2.9001698,9.597814,-6.7056518,8.5185175
Summertime - Live,Juicebox,Mac Ayres,8/16/2019,214628,32,0.234,0.382,0.595,0.0,0.097,-7.52,0.0633,119.838,0.179,4,11,0,spotify:track:5Llj7L242grS200b1qEepJ,2019,0.2732078,0.3612774,0.4338844,0.28560704,0.36301193,0.34757134,0.5354212,0.36878064,0.30334496,0.47862247,0.32025608,0.41540006,0.26110387,0.29575172,0.31222183,0.22359566,0.318269,0.2640966,0.33621615,0.2925979,0.23491403,0.35871273,0.24461924,0.34209612,-98.08621,102.79356,97.02046,38.67553,21.55638,20.41336,31.920477,16.005253,4.0170274,14.908466,4.3305826,14.173431,-12.523595,12.245162,7.466917,11.53273,-7.9539547,12.120835,7.8192673,10.976298,-0.6530119,9.008767,-5.683551,9.139313,-1.4455734,9.921935
Summertime 2016,Phases,Jae Luna,7/30/2020,213750,0,0.327,0.711,0.474,0.0,0.298,-11.077,0.245,128.058,0.603,4,5,1,spotify:track:1Q6EBDOoEPAsIB40K6f7Y1,2020,0.44429666,0.371477,0.3958131,0.29796723,0.3569812,0.45890927,0.33911103,0.47502518,0.39919358,0.41680148,0.34815148,0.3284529,0.3515911,0.28855845,0.31493714,0.24588579,0.28632993,0.35474682,0.23098074,0.34038773,0.27405646,0.34575722,0.29734832,0.27385342,-139.72133,93.94535,92.690285,46.93814,13.809682,29.678627,21.759758,22.670311,7.7531223,16.346613,2.8597445,14.86021,-4.0450106,14.895252,-1.3980975,13.117535,-1.2893553,10.910448,1.6730697,10.05503,-6.19486,12.234227,1.5506518,9.238569,-5.8652744,9.723201
Sun Is Dark,Sun Is Dark,WILL K,3/31/2022,158709,67,0.108,0.78,0.583,0.731,0.124,-9.111,0.072,123.975,0.326,4,11,1,spotify:track:6Lmx1AyfNlmOVCW2Sxisnk,2022,0.44513193,0.41142645,0.47890407,0.5535768,0.4632936,0.46195003,0.44625828,0.4103068,0.46684676,0.5374335,0.6639624,0.5612223,0.29033962,0.25247827,0.27951643,0.323288,0.28010878,0.29505083,0.29922643,0.27205327,0.31596318,0.28291845,0.2829071,0.28696102,-113.43588,109.30191,93.478134,60.111645,25.479576,33.262768,24.943464,18.591417,8.033257,17.750397,18.450548,13.031962,4.2414136,13.626904,9.393417,11.350315,1.9169557,10.726179,6.520423,10.060325,0.030221302,9.490698,6.9756494,8.060759,0.97072333,8.253884
Superpowers,NEVER ENOUGH,Daniel Caesar,4/7/2023,174512,78,0.614,0.459,0.433,0.0285,0.19,-8.983,0.0367,106.626,0.0482,5,7,1,spotify:track:736PP5LTtREkDgktNmX3Gu,2023,0.40024573,0.39167097,0.4255772,0.35638446,0.38992402,0.37426317,0.4494545,0.37429458,0.34818947,0.456981,0.43215245,0.4768638,0.30159,0.29333797,0.3074722,0.26417524,0.31242594,0.28657722,0.3267749,0.29238462,0.27916756,0.31714138,0.27506238,0.32551822,-133.7201,101.043106,139.78232,42.96346,12.023598,26.731562,30.738705,20.039078,0.24176858,15.176909,7.2351317,14.299442,-2.8470316,11.233083,12.93044,11.861254,-6.9873505,14.234718,4.2882905,9.573843,3.9031224,10.960857,-11.060417,13.281521,-5.6602526,9.912315
Swallow My Pride,Dry as a Bone/Rehab Doll,Green River,9/13/1990,179800,38,0.423,0.349,0.869,0.0,0.76,-11.481,0.0934,127.44,0.193,4,4,1,spotify:track:1LvJ1PFobtIm5DwzRrK0jG,1990,0.36165464,0.46136054,0.36407274,0.4606635,0.510874,0.37766433,0.4478872,0.37100515,0.37011558,0.34435928,0.3407396,0.3640655,0.25999406,0.33628175,0.2600212,0.30396196,0.32664523,0.24648085,0.31644756,0.2724576,0.29518035,0.27918014,0.2602515,0.277788,-68.960304,69.770386,82.97287,19.573172,-22.493614,18.656511,32.190315,11.312322,-11.169311,11.203988,3.8147545,7.953518,-3.6828475,8.238133,1.6590571,7.1829395,-5.3025446,7.729796,3.8416781,7.661161,-2.5330677,7.660206,7.317339,6.8104177,-7.099369,6.4290957
SWEAT,SWEAT,ZEROBASEONE,4/24/2024,191018,57,0.195,0.726,0.894,0.0,0.0431,-3.138,0.0706,119.002,0.757,4,10,0,spotify:track:3BzjdhbQH8VlQ81RbvRoV8,2024,0.37543383,0.39977455,0.36308962,0.4756009,0.364913,0.4508079,0.30002677,0.28974798,0.35871986,0.34222123,0.4563237,0.32471162,0.3098153,0.33478236,0.27617663,0.36012584,0.2622929,0.33869612,0.25390357,0.24904835,0.31620505,0.26748407,0.35044605,0.2582291,-0.9159743,78.19301,70.53132,25.624542,2.172627,18.24801,14.553173,15.320815,5.5686398,12.686748,1.8111707,10.797736,-1.9410194,10.073616,3.1885443,9.349024,-4.276289,10.250068,5.929793,10.383145,1.0324568,9.248814,1.6916038,8.318613,-2.1004586,7.660445
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,7/21/1987,356066,84,0.09,0.445,0.952,0.0843,0.112,-5.321,0.0522,125.304,0.624,4,6,1,spotify:track:7snQQk1zcKl8gZ92AnueZW,1987,0.2907909,0.39992845,0.31516176,0.43728325,0.34129715,0.40817285,0.43451345,0.34224147,0.43134817,0.31154135,0.3163115,0.25051782,0.2343549,0.32542518,0.23231131,0.33120176,0.2589217,0.31079394,0.331853,0.23406325,0.33085284,0.25287884,0.27709192,0.22832222,-140.49577,117.59672,80.55587,26.72522,-19.729885,18.923487,30.202974,13.954936,-4.2267456,12.720929,4.249956,10.740579,-2.705295,9.188127,1.011949,10.251542,-4.9328284,8.463676,-2.2160223,9.089075,-1.7326121,7.413441,-1.8162357,7.368318,-3.898381,7.11721
Sweet Disposition - John Summit & Silver Panda Remix,Sweet Disposition (John Summit & Silver Panda Remix),The Temper Trap,1/26/2024,251904,70,0.0042,0.587,0.919,0.014,0.357,-4.679,0.0429,125.977,0.0745,4,11,0,spotify:track:6rGf5AsEaVskU0pO2ewcUL,2024,0.3625128,0.4956371,0.41826692,0.29573074,0.31507733,0.40107828,0.6441024,0.39105645,0.40538275,0.44949338,0.38187224,0.42744264,0.266232,0.3085495,0.30534446,0.23792021,0.28348726,0.25501153,0.32747263,0.26094207,0.32375374,0.3290229,0.25954595,0.3119615,-22.270514,75.16846,82.41358,30.582985,-1.0145792,21.14914,18.005177,16.30919,3.4530644,13.145893,11.640131,10.656799,1.5264026,9.558309,9.744845,9.339559,-3.4258285,8.567058,8.864639,8.593049,-2.6602516,8.700109,3.9776301,6.95469,-0.98160344,6.578266
Sweet Home Alabama,Second Helping (Expanded Edition),Lynyrd Skynyrd,4/15/1974,283800,80,0.181,0.596,0.606,0.000327,0.0863,-12.145,0.0255,97.785,0.886,4,7,1,spotify:track:7e89621JPkKaeDSTQ3avtg,1974,0.37249863,0.34169748,0.5300056,0.3217176,0.3820915,0.2989146,0.3599869,0.5127048,0.3453306,0.43007833,0.2717363,0.36130032,0.30518025,0.22401978,0.32989055,0.21014448,0.29346833,0.23886319,0.24579713,0.3574524,0.22477835,0.32156876,0.2077476,0.27707648,-110.74407,88.39575,99.694626,32.14123,-16.862545,19.81849,33.424488,15.272526,-1.7239891,12.005749,5.742578,9.663569,-1.1434442,9.412629,8.17053,7.6462426,-1.7133151,7.4670534,5.3675823,7.7795777,0.006594413,7.130598,5.5711036,6.766642,-3.2524312,7.855761
Sweet Juice,Cabin Fever,PURPLE KISS,2/15/2023,192653,53,0.031,0.705,0.709,0.0,0.48,-2.871,0.0372,116.012,0.723,4,6,1,spotify:track:2th6UWbfVz3hsSDzQAKqy2,2023,0.25503674,0.350184,0.3095072,0.41407523,0.3989575,0.44504818,0.4798542,0.39471483,0.47204232,0.3220735,0.36710247,0.34297478,0.22657964,0.31726098,0.24937662,0.32019413,0.3100145,0.32419586,0.32704118,0.26889184,0.3453367,0.2558654,0.30248228,0.30508798,-17.726198,82.32585,81.91481,34.576847,-1.9577489,27.296806,11.577648,16.29026,10.508545,15.449876,2.9504204,15.02813,6.2166414,13.486971,3.046835,12.590993,3.9049575,11.868965,6.392186,11.811192,-4.855092,11.182139,1.6572031,10.489104,0.6377217,9.5468235
Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,10/29/2012,212560,76,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,0.582,4,8,0,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,2012,0.36960146,0.3155116,0.30614927,0.4469325,0.28353414,0.31359825,0.44479343,0.37734982,0.4657333,0.33012384,0.4302524,0.47875544,0.27003306,0.2905679,0.24803601,0.33352733,0.23958385,0.24190292,0.31824866,0.25369915,0.35092112,0.2605727,0.29489815,0.32208896,-26.610006,101.39409,78.641975,28.295835,-4.337557,16.847063,16.458632,14.007863,4.415228,10.821783,6.7226386,12.304527,-1.4518124,9.978958,-0.096382245,10.076841,-5.2476435,9.055759,-2.238809,8.883105,-7.1224837,9.491582,-0.7142133,9.076572,-5.8121085,9.08946
sweet sweet,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,222317,62,0.0859,0.733,0.578,1.19e-06,0.403,-5.245,0.0417,142.028,0.447,4,0,0,spotify:track:01Ch5LzVStxCFPKkT1xg6k,2016,0.51898956,0.34404945,0.4600231,0.31613544,0.25357312,0.37638995,0.26491308,0.36090443,0.3133515,0.37994942,0.4003913,0.33576488,0.38274917,0.25042287,0.37663314,0.27585632,0.22802942,0.33738083,0.21284504,0.32396224,0.26153246,0.30788058,0.31640604,0.26454532,-84.401825,91.28972,92.08086,45.804974,12.408074,34.660694,10.610495,25.451426,9.901807,19.011963,4.4363375,17.367338,-10.422301,18.109625,2.6277554,19.121176,-12.213351,16.12605,1.3423127,16.058517,-10.79133,12.868236,3.9469771,11.602904,2.4622376,11.538882
Sweet Venom (English Ver.),ORANGE BLOOD,ENHYPEN,11/17/2023,148753,60,0.0458,0.866,0.666,5.83e-06,0.0975,-3.757,0.0511,115.001,0.905,4,7,0,spotify:track:47JqJobasbTT9r0gX8CoE1,2023,0.45258006,0.36950332,0.43761656,0.3093395,0.28031468,0.34993088,0.3319042,0.45059294,0.3732429,0.47867718,0.5399824,0.4062538,0.34551704,0.27077562,0.32713038,0.26104334,0.24443927,0.30467257,0.24336638,0.33943784,0.27531636,0.31735367,0.3576702,0.2858957,-39.577175,107.178345,72.88927,44.496334,4.9626336,28.14087,14.502152,20.51747,8.051455,19.117416,3.8269453,18.713717,2.6799781,15.662973,5.441937,12.491812,-2.2183676,11.927148,4.4799466,11.249459,-2.376324,9.436764,1.0538709,8.917605,-1.791618,9.439987
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,12/21/2018,189486,68,0.0153,0.581,0.662,0.0,0.111,-5.239,0.303,93.023,0.434,4,9,1,spotify:track:1wJRveJZLSb1rjhnUHQiv6,2018,0.5073799,0.50851524,0.45557028,0.47472134,0.50072545,0.4680557,0.44135144,0.4101931,0.4964066,0.56692314,0.5207429,0.58190227,0.28206903,0.2929625,0.2962703,0.32240677,0.3597702,0.35344216,0.31787482,0.27255142,0.28949305,0.3171958,0.24775606,0.31538627,-135.6468,109.50918,73.43724,42.973766,26.576979,34.707012,26.012896,24.615671,13.775728,20.077703,10.807473,17.279478,-1.8999524,15.970217,5.1430554,15.816456,-0.5574194,13.599961,7.0014787,13.325973,0.63746387,11.2831955,8.444642,10.495711,2.2103431,10.406725
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,212459,76,0.259,0.707,0.629,1.6e-05,0.138,-4.581,0.0563,122.863,0.457,4,0,0,spotify:track:1x5sYLZiu9r5E43kMlt9f8,2017,0.39732173,0.24113111,0.3615143,0.47784296,0.22722521,0.21746098,0.20914009,0.43380895,0.30087966,0.25433478,0.3965121,0.265319,0.37515053,0.21647474,0.30651394,0.37035474,0.20716414,0.2694177,0.19445668,0.35267353,0.27348563,0.24125126,0.34831205,0.22638583,-108.467964,133.22182,79.52046,38.49919,-0.006498569,24.091965,12.036967,24.771948,-8.002435,18.721598,-4.2491317,22.130022,10.076749,15.700606,-4.6221695,16.416042,-1.5533048,13.376011,-3.8998563,13.132252,-6.2824664,12.38293,4.5695796,12.413524,-2.967952,12.4376955
T4ke,Cabin Fever,PURPLE KISS,2/15/2023,171373,37,0.231,0.591,0.636,0.0,0.0957,-3.39,0.0481,179.953,0.226,3,4,0,spotify:track:3hDB8HsTgd3TePDsEulE97,2023,0.34565303,0.2952394,0.31799132,0.3411709,0.45913875,0.27571183,0.28881812,0.28432047,0.26587078,0.34733918,0.32138968,0.47655907,0.3073269,0.27924386,0.30926138,0.29540244,0.37587994,0.24728563,0.28936982,0.29105666,0.26187348,0.3522485,0.26459798,0.3588962,-39.326366,107.50949,78.69315,31.774088,10.555274,21.901855,6.029828,18.14192,8.084914,14.308408,2.2080116,12.698571,5.6070127,12.213787,0.57157403,11.347692,3.5461743,10.133529,5.601105,10.576348,-4.2086763,9.267716,3.0183113,8.570537,-0.44431335,7.7773423
Take Me Away,Take Me Away,ACRAZE,3/3/2023,179528,57,0.000194,0.728,0.983,0.866,0.268,-4.098,0.077,126.039,0.744,4,11,0,spotify:track:1EXDjOpV3Lbiv8CzJ7caHs,2023,0.48465148,0.42996243,0.4117298,0.51052713,0.50276506,0.48816672,0.5776473,0.5922017,0.805853,0.7382642,0.5843113,0.5249761,0.26999447,0.2679514,0.25062162,0.275591,0.25709695,0.25818294,0.2664883,0.24036425,0.24013574,0.25815448,0.24711631,0.26151228,-4.5535374,75.03047,60.106773,33.05514,13.0088625,25.340782,17.267298,13.021663,3.1522539,10.216706,14.896404,13.778142,1.3400091,10.714201,10.50919,10.642915,-1.842044,10.759182,8.511711,9.461881,-2.561963,8.750612,-1.0740439,9.4108925,-6.6160665,8.928786
Take Me Out,Franz Ferdinand,Franz Ferdinand,2/16/2004,237026,81,0.000409,0.277,0.663,0.00051,0.136,-8.821,0.0377,104.561,0.527,4,4,0,spotify:track:20I8RduZC2PWMWTDCZuuAN,2004,0.37746844,0.36432606,0.5035977,0.45054114,0.61490846,0.41127264,0.37295243,0.3863722,0.41838816,0.4488151,0.4283212,0.5156172,0.24978103,0.23665279,0.2961649,0.23076312,0.32583272,0.24201109,0.22799733,0.27083668,0.27422357,0.30933297,0.28785047,0.2865903,-13.353084,92.50883,81.5147,29.952795,-29.300125,23.491266,24.711433,14.311105,0.59637254,10.625018,6.758589,9.336408,-0.19361621,8.133335,11.119919,6.915756,4.51719,7.262978,4.216831,6.624561,-1.2766825,6.2472744,4.2361145,5.744926,-0.9857899,6.3308077
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,9/12/2024,173076,80,0.0196,0.731,0.817,6.13e-06,0.349,-5.595,0.0791,130.032,0.661,4,8,1,spotify:track:2LUD3874dlzeRa34Hi7ohW,2024,0.5641625,0.4377714,0.49986213,0.42187735,0.35780013,0.3990304,0.38913888,0.5303256,0.41264203,0.45095617,0.48351157,0.45026684,0.34252268,0.26312676,0.32396555,0.29474694,0.2657247,0.30987492,0.26849616,0.32859945,0.28217253,0.2993189,0.29867446,0.28111932,-46.454323,89.78825,64.892235,43.221355,5.1633687,30.961416,8.611348,22.1156,-0.4873807,18.646025,0.10591394,18.229761,-2.4573789,14.441025,0.62529874,15.225135,-2.7935169,14.194413,2.786398,13.174669,-1.9160944,12.094909,-0.9478431,10.971813,-4.0334797,10.345286
Taste,Short n' Sweet,Sabrina Carpenter,8/23/2024,157279,95,0.101,0.674,0.907,0.0,0.297,-4.086,0.064,112.964,0.721,4,3,1,spotify:track:5G2f63n7IPVPPjfNIGih7Q,2024,0.38838866,0.28226897,0.38090968,0.44227332,0.32328787,0.39807838,0.30826595,0.40689376,0.33772194,0.38202372,0.48367572,0.33176482,0.32997572,0.23235562,0.29699883,0.34249124,0.24841735,0.3419661,0.23845667,0.33752245,0.27256927,0.27421746,0.3520202,0.24857906,-18.9154,94.10746,70.694244,28.8393,4.4476805,21.863626,21.457392,15.948499,4.0895,12.96627,2.8230555,14.901762,3.638505,12.017036,-3.2646194,12.102584,2.7168524,11.172185,2.100319,10.620059,-5.092064,9.828883,0.35085955,9.407247,-3.2717063,8.949938
TECHNO + TEQUILA (feat. Morgan Harvill),TECHNO + TEQUILA (feat. Morgan Harvill),Disco Lines,5/13/2022,140952,51,0.0423,0.849,0.825,0.0366,0.146,-5.504,0.0498,126.071,0.567,4,2,1,spotify:track:1Tk7GuYDspyvq16jy2Tpwl,2022,0.257563,0.27059644,0.42928037,0.41817674,0.28922614,0.30201662,0.38247412,0.72216356,0.7185294,0.49622604,0.34793597,0.31194133,0.25051832,0.24627203,0.30920383,0.30291235,0.24830872,0.27836087,0.25404435,0.29251048,0.27162755,0.32756674,0.28500685,0.2699149,-78.56356,99.623604,91.927345,46.79638,1.8160619,27.572437,9.144985,22.39272,-1.0485612,17.622925,-0.705861,19.820984,1.1070268,13.694147,2.6367555,12.5312805,-4.4661965,12.650901,5.7784886,10.074509,-5.273711,9.651,-0.5752705,10.043226,-4.0897737,10.465166
Tell Me Why,On The Inside,Gotts Street Park,10/13/2023,231560,67,0.574,0.758,0.266,0.246,0.107,-10.829,0.0443,129.342,0.359,4,11,1,spotify:track:7AvuIMRKdo5RvS6YIzXjsj,2023,0.3312271,0.40664822,0.35608757,0.42315713,0.32471728,0.34324217,0.42601082,0.29224607,0.27831572,0.2843001,0.40627736,0.35652784,0.3147994,0.34313828,0.28531072,0.34746635,0.2858167,0.31027305,0.37033847,0.26980594,0.2819994,0.25115895,0.31852055,0.33917293,-212.97366,106.07999,124.82563,36.407585,9.056367,32.160233,16.056473,19.508247,4.687295,16.11983,10.261006,13.926803,1.3004928,14.060969,2.7916083,11.1687355,-4.313133,10.555675,3.1183412,10.880938,0.23336588,9.67349,1.0629247,10.2393,-5.449993,10.274297
Tell Me Why - MEDUZA Remix,Tell Me Why (MEDUZA Remix),Supermode,9/2/2022,171428,72,0.087,0.561,0.928,0.894,0.332,-5.812,0.0371,125.988,0.182,4,6,0,spotify:track:7jrMFjEq0t09f7m3HnnWXl,2022,0.4270708,0.46264344,0.6251032,0.39337224,0.32879844,0.32089734,0.5386124,0.29971826,0.30968398,0.45298952,0.4284333,0.67158145,0.28196567,0.24266754,0.30473703,0.2318541,0.28860083,0.23107487,0.28575036,0.22983801,0.24992408,0.27741313,0.2339404,0.32638022,-24.239952,75.23718,89.97408,42.519207,-22.291538,26.311268,9.167414,16.208704,2.5356016,13.763241,3.4034638,13.68329,-1.6773233,11.689163,0.6121542,10.669262,-6.183925,9.046476,-1.9531269,9.690392,-2.8690565,8.245891,6.5024757,7.3193693,0.8854701,7.4247456
Temptation (feat. Poppy Baskcomb),Temptation (feat. Poppy Baskcomb),Jess Bays,2/18/2022,172197,64,0.0195,0.744,0.703,0.00449,0.141,-8.111,0.048,125.023,0.819,3,3,0,spotify:track:3fvsxmytTns1ApIWBqfANZ,2022,0.5116861,0.44605398,0.40933403,0.45159668,0.3309472,0.34172004,0.45146924,0.44818598,0.52239263,0.56268865,0.6351906,0.55121386,0.31849045,0.2649144,0.26252165,0.3215668,0.24887295,0.25117028,0.30384746,0.28379518,0.34703887,0.31126392,0.30186138,0.3162684,-84.019455,87.35051,65.23916,40.175182,34.33464,24.949398,27.254183,17.980755,9.545686,12.883475,14.082248,11.523812,6.2927413,11.345965,9.317439,10.368917,1.4852539,10.114877,13.803913,9.7642355,-0.8454893,9.248122,5.811803,9.08213,-2.6808252,9.200792
Tender Love,Chillin',Force M.D.'s,1/1/1985,234053,59,0.769,0.34,0.336,7.82e-05,0.126,-7.289,0.0289,142.676,0.0925,4,8,1,spotify:track:6D527hFJzl1vWSzosEbyQk,1985,0.29319254,0.22867961,0.22754417,0.4588222,0.2110321,0.26945856,0.22650678,0.35277075,0.41917002,0.21821031,0.3267949,0.20595397,0.33055243,0.2841363,0.20268261,0.37486926,0.18356623,0.30910286,0.25369042,0.30468023,0.3514248,0.19353,0.33375043,0.21742982,-112.643135,79.0323,120.65296,37.29782,-4.0648103,23.474087,14.877511,15.887558,-0.34650108,12.825731,2.6156616,13.200367,-15.8220625,11.709339,-4.525522,10.477467,-16.1826,9.341062,-4.8034315,11.951672,-15.249642,9.771097,-5.4332724,9.472935,-8.684294,9.300206
Texas,Texas,BigXthaPlug,11/25/2022,146133,1,0.0128,0.764,0.629,0.0,0.249,-5.985,0.269,145.046,0.351,4,1,0,spotify:track:5b2vjIrKUkof35ghK511RK,2022,0.37050146,0.4351781,0.47399145,0.5890585,0.5856035,0.556359,0.45415145,0.45137224,0.49519637,0.5407933,0.5730154,0.3833594,0.2497993,0.26594505,0.288289,0.3315505,0.32943228,0.32320425,0.2872175,0.26735795,0.29160762,0.29272577,0.27961376,0.2337655,-82.46119,95.12454,70.54713,36.81225,6.4327655,38.01119,18.907696,22.238485,11.109202,24.860527,15.105626,16.299267,-4.2217174,16.812538,9.845144,12.737738,-3.738537,11.65838,4.7972107,11.820597,1.6196378,11.2579155,8.19868,14.067338,2.0357246,11.578781
Texas Cyclone,Sauce Ghetto Gospel 2,Sauce Walka,12/6/2019,132071,53,0.0638,0.746,0.64,0.0,0.195,-4.466,0.0403,135.957,0.364,4,7,1,spotify:track:2oFdrFpXDgPcszmfWaKboI,2019,0.40186122,0.3893563,0.40633908,0.37379405,0.36306316,0.27719083,0.375254,0.39974472,0.40162754,0.45002884,0.4772194,0.56052846,0.28165653,0.297271,0.30405384,0.2783337,0.31119454,0.22596306,0.28793022,0.3114693,0.27409142,0.3019535,0.2866363,0.34295902,-43.359978,85.205765,84.028244,34.635807,10.823212,22.757164,16.212896,16.846375,8.284681,16.069326,11.834854,12.818048,-5.810387,11.933531,4.072423,12.850512,2.3857133,10.890039,7.6074085,9.653612,-0.37136197,11.797072,3.1350791,9.194572,3.5219455,8.781689
That Fiya,Pink Tape,Lil Uzi Vert,6/30/2023,154832,48,0.00234,0.565,0.712,0.0,0.186,-4.012,0.0301,138.124,0.22,4,3,0,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,2023,0.33528855,0.3507778,0.24810487,0.29333928,0.27066857,0.37241036,0.36167753,0.28390995,0.44831094,0.413645,0.6723775,0.5249022,0.23696682,0.30123764,0.19417728,0.24985094,0.19033854,0.25414258,0.28717524,0.19961745,0.31853864,0.22902428,0.3397204,0.30503222,-27.022562,71.27947,78.40372,33.200073,-4.7993903,30.061653,6.070788,22.797192,8.008097,16.319317,18.332056,17.272291,1.9804547,17.13686,14.736447,15.254631,-0.36423808,12.554122,9.37119,12.445033,-0.52325374,11.469902,4.483359,10.73412,-0.3417053,10.107171
THATS MY BABY,Ghosts Need Love 2,Che Ecru,8/14/2019,272205,42,0.182,0.86,0.465,1.9e-06,0.083,-5.249,0.0714,120.008,0.437,4,7,0,spotify:track:4JwYLiyUMUDtvOG5w6AnRq,2019,0.39262435,0.38684714,0.55843765,0.36832473,0.39985296,0.3832653,0.37720203,0.54844075,0.4741735,0.51038396,0.40232667,0.37582135,0.33092234,0.26315397,0.35299578,0.25687334,0.31083465,0.31113198,0.26007518,0.33705747,0.28724596,0.33333293,0.28790924,0.2877214,-111.977295,78.727844,68.111725,41.429592,10.749491,35.362988,23.715086,20.446066,0.9963863,17.428864,-2.1410532,19.266151,-6.239508,14.30819,6.471009,13.064426,-16.564383,15.482225,9.682638,12.104007,-5.1825733,12.306432,-2.9808974,10.296261,-0.6402219,9.565568
That's You,Algorithm,Lucky Daye,6/27/2024,319454,50,0.267,0.592,0.49,0.0,0.483,-7.296,0.0488,130.123,0.457,4,11,0,spotify:track:01xD1ykb1Vv1oRlQLMBqDD,2024,0.2589351,0.38928136,0.3795558,0.29505965,0.3588541,0.32512835,0.46779394,0.33106917,0.2945488,0.33698833,0.3323258,0.34124646,0.24557571,0.32561713,0.32688898,0.26141688,0.34678817,0.2730006,0.3601208,0.29872006,0.2735427,0.31716362,0.30021966,0.32299262,-97.873924,109.987686,100.75053,34.36298,-0.27947474,23.066673,19.91062,18.332304,0.4747913,15.935919,3.0839796,14.472653,-1.586903,12.606016,-3.2581384,12.723452,0.22925688,10.943726,3.119193,10.112082,-1.4526094,10.757476,1.467813,10.380737,-4.416303,10.544656
